userName,score,at,content
Muhammad fawzan Fawzan,5,2023-02-22 20:11:54,Bagus apk nya
randy pratama,1,2023-02-22 20:01:26,"Trlalu serng dpt driver yg ga ad respon tau2 d ganti sma driver baru, klo gofood kyak gni trus, jaminan ga bakal laku ni aplikasi, org udh kelaperan tau2 setlah 15 mnt ganti driver, munculin lagilah sistem cancel, biar klo driver ga bsa, driver bisa cancel tnpa hrus tkut kena suspen, dn kami sebagai pengguna aplikasi bisa lebih dimudahkan"
Fasya Ryansyah,3,2023-02-22 20:00:29,Makin kesini makin mahal ongkos nya tolong diperhatikan lagi untuk konsumen nya
Didi Aliando,5,2023-02-22 20:00:20,Ok
Umi Mayastuti,5,2023-02-22 19:42:03,Alhamdulillah..masyaAllah..tabarakAllah..aplikasi ini sgt membantu sekali..
Yayuk Sartika Wiryono,5,2023-02-22 19:41:25,Ok lah apk nya
Amin Fauzy,5,2023-02-22 19:35:56,Sipdah buat gojek👍
Yanuar Dj,1,2023-02-22 19:26:47,Semangat untuk perbaikan sistemnya ya
Rikynayaka Nayaka,5,2023-02-22 19:24:22,Aplikasi sangat membantu utk yg ga bawa kendaraan utk mencapai tujuan
Agung Prasetyo,1,2023-02-22 19:23:47,Biaya aplikasi mahal
Agus Tiono,5,2023-02-22 19:21:49,Ok
Selly Badriyah,5,2023-02-22 19:09:56,Alhamdulillah selalu senang karena dpt bapa drivernya selalu baik hati murah senyum dan tidak sombong...hehehe
Erpan Agung saputra,5,2023-02-22 19:09:06,Terimakasih
argha satria,5,2023-02-22 19:08:57,sangat berguna
Gugun Guntara,5,2023-02-22 19:08:12,Mantap Aplikasinya trmks Gojek...
Ladangberbagi,1,2023-02-22 19:06:49,"Nganter gosend nomer di samarin kadang gk nyambung nyambung pun gk ada suaranya , bnyak biaya ghoib kopdar gk pernah di gubris saya saranin pke MAXIM gk ada biaya aplikasi nomer gk di samarkan yg bikin driver bingung"
Ipan Syah,5,2023-02-22 19:05:05,Mantap
ian robby,1,2023-02-22 19:04:04,"Sudah dua minggu selalu loading, gak bisa pakai aplikasi. Sudah dihapus&instal ulang, masih loading&muter2 trus😡"
Agung Gamers,3,2023-02-22 19:02:06,🙏
Pencari Ridho,5,2023-02-22 18:57:45,Mantap
Bellgi _64,5,2023-02-22 18:54:42,Aplikasi Terbaik Akurat & terpercaya
Mikihiko Kyouko,1,2023-02-22 18:54:12,Kecewa
aliansi hotspot service,1,2023-02-22 18:54:12,"gojek same day di tokopedia sulit pickup selalu melakukan pembatalan, ada apa denga gojek same day khususnya di tokopedia sehingga driver selalu membatalkan pickup, permasalahannya bukan ketiadaan driver pada titik lokasi namun driver selalu melakukan pembatalan ketika hendak malakukan pickup, saran saya untuk yang lain jangan gunakan gojek same day pada aplikasi tokopedia, cukup saya yang di kecewakan. Tarik tunai bermasalah, ini kemana lakukan pengaduan"
fredy nashihin,1,2023-02-22 18:51:20,"Mahal.banget sekarang, pelit diskon"
Dika Putra Darmawan,1,2023-02-22 18:50:19,"Maahal bngt ya , deket ko harganya ga ngotak goride go food pun udh parah"
Jeki Maulana Kece,1,2023-02-22 18:39:02,Trasfer sesama gopay gak bisa
Retno Utami Binti Mawardi,5,2023-02-22 18:34:40,Subhanallah Alhamdulillah Allahuakbar
Jajat S,5,2023-02-22 18:34:36,Ok
Pengguna Google,1,2023-02-22 18:31:57,"Saya kecewa sama gojek & Telkomsel, saya beli go pulsa/data sebesar 32.000 sdh 3 hr g masuk tp laporan gojek sukses...hati"" kakak klau beli data lewat gojek khususnya paketan Telkomsel"
Merlan Damanik,5,2023-02-22 18:30:22,Sangat membantu
Yety Farmi,5,2023-02-22 18:25:52,Gojek luar biasa banget
Pudianah Pudianah,5,2023-02-22 18:11:33,Joss bener
Ismail Is,5,2023-02-22 18:10:23,Mantap
bagaiham lizam,1,2023-02-22 18:06:35,Mwgewht .t
Budi Purnomo,5,2023-02-22 18:05:33,Gojek CS josss.. Q daftar online.. Driver. Smoga segera bisa bergabung.
Yohanes Sumarsono,5,2023-02-22 18:05:12,mantap
Albi arkan,5,2023-02-22 18:03:07,ok
Jum Ani,5,2023-02-22 18:01:15,Jossss
Su Hardi,1,2023-02-22 17:57:26,"Astaga biaya aplikasi mahal sekali, dulu ngga gini deh ,makin berkembang aplikasi kk malah banyak biaya!! Jdi males make"
Irpan purwanto,5,2023-02-22 17:48:49,Mantapp
Toko Lusianti,1,2023-02-22 17:39:35,"Rute perjalanan yang di lalui ke gang sempit. Jalan buntu. Membuat perjalanan semakin lama apalagi jalan ke kampung"" Byk jln rusak. Tolong d perbaiki rute sesuaikan dengan lalulintas jalan raya"
Ranty Queenta Erdjana,5,2023-02-22 17:33:29,Sangat membantu
Ninik Arifin,3,2023-02-22 17:27:35,Ok
Farida Nur Aisyiyah,5,2023-02-22 17:19:43,"Aplikasi komplit. Ada buat transportasi, jasa pembelian makanan dan pembayaran tagihan (listrik, bpjs, pdam, pulsa)"
jamopueporo,5,2023-02-22 17:08:27,Perfecto
Budi Woke,1,2023-02-22 17:07:28,Sekarang aplikasi nya buruk sekali masa saya pesan ga dapat2 driver padahal driver numpuk di jalan2 pada nunggu orderan tolong di perbaiki donk jangan biaya aplikasi di perbesar tapi kualitas pelayanan buruk sekali Khan jadi kasihan ke driver jg pendapatan mereka bisa turun jg
Mbah Ito ito,5,2023-02-22 17:03:22,Good
Ryan Dani,5,2023-02-22 17:00:25,Sangat membantu dalam situasi apapun.mantap
Azza Lea,1,2023-02-22 16:47:50,"sudah pakai gopay bertahun2, tapi tidak ada gopay letter nya, bagai mana cara hapus akun gopay"
Irsyad Al,5,2023-02-22 16:46:43,Waktu itu anak saya sakit dia minta dibeliin richese trus saya pake go food setelah makanannya datang anak saya akhirnya gak mau makan karna yg di bawain abang driver nya Makanan bukannya Obat....
Candi Arianto,1,2023-02-22 16:42:22,Aplikasi menyiksa..
Mustanir 321,5,2023-02-22 16:31:07,baguuus
Ifix irfian,5,2023-02-22 16:29:04,Bagus apk nya
Iwan Taryana,4,2023-02-22 16:25:12,good👍
SIWIN98,5,2023-02-22 16:20:17,ok
Wi Lander,1,2023-02-22 16:18:27,"Udah merasa gak mood lagi pake gopay,,udah bertahun2 pake gopay tapi gopaypaylater nya gak bisa didaftar dengan alasan tertentu...aneh bin aneh.. Bintang 1 udh ckp buat aplikasi nii bagi saya."
Nugie 83,5,2023-02-22 16:17:45,Mantappppppp
Yulianto Yulianto,1,2023-02-22 16:17:34,Aplikasi gak mutu
Ajeng Resi,4,2023-02-22 16:12:49,kok gak bisa
Muhammad Yusuf Aditiya,1,2023-02-22 16:03:29,Susah login
Anik Hermanto,5,2023-02-22 15:57:19,sangat membantu
irfan justika,1,2023-02-22 15:56:23,Ngisi saldo mah sekarang lama
Agung Fajar A,3,2023-02-22 15:52:43,Karena e-mail saya gak bisa di update dan gak ada layanan gopay pinjam
Yus Rizal,1,2023-02-22 15:49:58,Makin ga jelas
Yuliana Anggraeni,5,2023-02-22 15:43:57,Keamanan
Jin Saw,1,2023-02-22 15:39:07,"Baru ngerasain kalo jadi gojek itu pekerjaan luar biasa menggunakan semua kemampuan, tenaga pikiran, motor, sampe hp, tapi ga kaya kaya pekerjaan melebihi orang sukses.... Motor rusak ga bisa benerin hape ngehenk gara gara liat map kepanasan pikiran cari cari alamat tanaya sana tanya sini, tenaga bawa motor puluhan kilo paling argo 70 rb sebenernya gojek itu kerjaannya apa, pake menggunakan semua kemampuan manusia"
lili kurniati,5,2023-02-22 15:36:41,Good job
Akbar Pangestu,1,2023-02-22 15:27:52,"Kenapa saya kasih bintang 1, awal dulu selalu kasih rating bagus bintang 5, tapi setelah saya tidak bisa melakukan pembayaran, lalu disuruh melakukan banding/laporan. Dan Hasilnya ditolak, tidak ada kejelasan tentang alasan kenapa saya diblok atas fitur pembayaran, padahal tidak ada kesalahan atau penyalahgunaan gopay"
Christoforus VL,2,2023-02-22 15:04:25,"Apasih maunya gojek? Saya sudah sampe 7x upgrade ke gopay plus ditolak terus, alasannya ""kami gak bisa verifikasi e-ktp kamu. Mohon pastiin data e-ktp kamu sesuai, ya"". Kasih keterangan yang jelas dong data yang tidak sesuai itu apa?! Udh saya cek e-ktp saya datanya udh bener. Apa yg tdk sesuai? Foto mukanya? Iy saya akuin muka saya di e-ktp saya emang jelek. Masa gojek ngiranya muka saya sama di e-ktpnya sedikit ada perbedaan terus dianggap foto selfie tidak sesuai dengan foto yg ada di e-ktp?!"
Rizky Muhammad Nurhakim,1,2023-02-22 15:04:25,Mohon diperbaiki masalah voucher/promo yg tiba-tiba menghilang gak ada entah kemana
Prayoga,5,2023-02-22 15:02:44,Good
pandu gunawan,5,2023-02-22 14:59:13,"bagus , bisa lebih ber variasi lagi"
wirahadi omar,5,2023-02-22 14:55:05,Crpat dan mudah
Ogi dk,1,2023-02-22 14:54:21,"Makin aneh, pesen go food g ada yang ambil drivernya"
sumaro ro,5,2023-02-22 14:46:50,aplikasi yg sangat real bgt sangat membantu
sendy fajar,1,2023-02-22 14:46:45,"TARIK TUNAI GOPAY KOK GAK BISA SEKARANG YAA ,"
Okta Heriansyah,5,2023-02-22 14:41:01,Pelayanan baik
Hero Dhananjaya,5,2023-02-22 14:31:10,Ok
Isni Wiranti,5,2023-02-22 14:27:33,Gojek personny ramah2
Alvina 08,1,2023-02-22 14:09:26,"Jangan pakai gojek mahal, driver jelek sekarang"
Heriyansyah,5,2023-02-22 14:09:06,Gojek is the best
Moh Arfiansyah,4,2023-02-22 14:06:10,Semoga segera ada GoCar di kota kabupaten.
Mila Wati,4,2023-02-22 13:59:28,Selalu mengatasi masalah perut🙂😅
fika rani,5,2023-02-22 13:42:11,Good
Taubat Nasuha,5,2023-02-22 13:39:00,Good
Nova Herlia,3,2023-02-22 13:35:38,Parah bgt yg title nya udh bos kagak di kasih voucher gratis :(
Cici Rahmadani,5,2023-02-22 13:32:03,👍👍
Ari MDN,5,2023-02-22 13:29:56,good driver
OBETZ RB,1,2023-02-22 13:25:32,"SUDAH SANGAT TIDAK MEREKOMENDASIKAN PAKAI APLIKASI GOJEK. saya pengguna gojek lama dan sering transaksi tetapi untuk pendaftaran GOPAYLATER di tolak terus dalam beberapa tahun ini, berulangkali di tolak terus, nunggu 3 bulan lagi ditolak, begitu teruss, PADAHAL LIMIT YANG DITAWAR JUGA MASIH 100.000 SAJA DAN MASIH DITOLAK. LUCUNYA GOPAYLATER HARI INI. LIMIT YANG DITAWARKAN JUGA TIDAK SESUAI DENGAN TRANSAKSI PENGGUNA, MENAWARKAN GOPAYLATER LIMIT 100.000 TETAPI DI TOLAK DALAM 1 MENIT LUCUUUUUUUUUU"
Irfan Ilmi,1,2023-02-22 13:24:43,Males lah page gojeg...
Nikki addicted,1,2023-02-22 13:22:49,"dulu rating nya 5 sekarang 2 cukup deh, aplikasi susah dibuka, update tapi masih juga susah dibuka. ampun"
Ronald Serdy Bilbo,5,2023-02-22 13:15:06,Good Job. Berfungsi sekali.
Diana Dith,5,2023-02-22 13:09:43,Pengantaran tepat cepat
Fairus Achmada,5,2023-02-22 13:09:03,Good job
Rama Arahman,2,2023-02-22 13:08:46,Duh parah banget gua buka katanya gada Internet wkwkwk makin parah dan kalah pamor
Sandi An,4,2023-02-22 13:06:36,Mantap
Rodinho Brodin,5,2023-02-22 13:06:36,👍👍👍👍
Dimensi afif,5,2023-02-22 12:50:38,mantap
Dhea Putrhy,1,2023-02-22 12:47:56,"SEKARANG NYARI DRIVER SUSAH BANGET. PADAHAL CUACA CERAH, DRIVER YG NONGKRONG BANYAK, BUKAN DI PERKAMPUNGAN PEDALAMAN. ANEH. DULU GOJEK NYARI DRIVER DULU TERUS DATENG KE RESTO, SEJAK GANTI JADI LELET BANGET. GANTI APP LAIN AJA GUYS, PROMO JUGA GA SEBERAPA DI GOJEK MAH"
HERDY NOVA SIMANULLANG DATU / RAJA NA PASANG 14,1,2023-02-22 12:44:12,"Gopay later dari Findaya sama saja dengan pinjaman online yang lain dan sangat merugikan dan menjengkelkan. Alasan.. 1. Sejak terbaca bulan november 2022, akses findaya saya selalu ditolak dan baru bisa diakses hari ini saya tulis postingan ini. 2. Pemberian pinjaman terdahulu yang sama sekali tidak jelas dan tanpa informasi yang pasti. 3. Tidak adanya pemberitahuan biaya denda keterlambatan pembayaran. Saya hanya mau membayar jumlah pinjaman dasar tanpa biaya denda."
agus eko purwanto,5,2023-02-22 12:35:40,MAntaaaap.....
irwan haerul,5,2023-02-22 12:30:41,"Mantap, Pembayaran tanpa batas"
Ganjar Hanggara,5,2023-02-22 12:27:59,Mantatap banket gopay d gojek
Nani Nuraini,4,2023-02-22 12:26:20,Nice driving
Ahmad Irfandi,5,2023-02-22 12:22:14,mantap
Atang Sutarulya,5,2023-02-22 12:12:59,Belum ada keluhan👍👍👍
Isak Bogaa,5,2023-02-22 11:59:54,terima kasih banyak Gojek
Tri Maryani_,5,2023-02-22 11:57:43,sangat membantu sekali...terimakasih gojek
Wahyudin Ridwan,5,2023-02-22 11:54:10,Terimakasih
Ray Songket,3,2023-02-22 11:53:35,Ok
Andriansyah email,5,2023-02-22 11:52:42,Gojeg ok
Harini Banyumanis,4,2023-02-22 11:51:22,"penumpang dibiarin kehujanan,jas hujan dipake sendiri"
Hafiz Trianda,2,2023-02-22 11:49:38,"minimal sediakan fitur batalkan pesanan dengan cepat, ini apa apa udah diterima aja pesanan biar untung ya"
lek man,5,2023-02-22 11:49:07,Good
Fara Yuan,5,2023-02-22 11:49:00,bagus smua
kenzo farel,5,2023-02-22 11:43:16,keren
Jufri Rahman Caddi,5,2023-02-22 11:41:58,Sdh mau 5 tahun gagu hanya mendapatkan rata2 50 RB perhari salam satu aspal
Jaya Sampoerna,5,2023-02-22 11:39:35,Sangat membantu UMKM
Nraidhaap,5,2023-02-22 11:34:42,Cepat penjemputannya
free energy super real natursl Resa,5,2023-02-22 11:33:05,Its verry good .mantap dah.!
Pengguna Google,5,2023-02-22 11:28:19,Sangat membantu buat pergi/ pesen mkn ap aj semangt buat para gojeg
aqiel maarief,4,2023-02-22 11:25:52,kenapa gomart sekarang tidak memilih koto yang di inginkan?
aacomputer 02,1,2023-02-22 11:23:40,"sudah saya bayar...saya sangat kecewa sekali...sudah biasa saya bayar telat berapapun dendanya saya bayar,di ancam-ancam trus..sangat malas dan kecewa"
Kintan Intan,5,2023-02-22 11:23:04,Tolong dong untuk menu GOBOX DI tampilkan di awal halaman biar rame orderanya suami . Trima kasih
Robert Setiawan,5,2023-02-22 11:22:30,Gak bisa masuk ke gojek
Desi Ahmad1712,5,2023-02-22 11:15:37,B͎a͎g͎u͎s͎
shavira amanda,1,2023-02-22 11:07:12,"Gopay ini kenapa sih?? Paylatter saya limitnya 100rb.. Pada tgl 1 februari saya pake buat beli pulsa.. masa tanggal 2 februari sudah kena denda keterlambatan pembayaran sampai sekarang dendanya masih berjalan... sudah laporan gak ada respon.. maksudnya apa ini? Respon dong gopay jangan kaya ngejebak gitu.. harusnya kan pembayaran di ahir bulan.. masa ini sehari langsung harus dibayar dan kena denda keterlambatan... aturan kan situ yang bikin, kenapa situ juga yang ngelanggar ??"
supirman alamsyah,3,2023-02-22 11:06:16,Saya baru td top up saldo gopay dan instal kembali karena pake nomor lama jd ngk Nerima otp. Bisa ngk sih masuk dengan sensor wajah aja. 😭😭😭😭
Asaka Muiz,1,2023-02-22 10:57:12,Aplikasi bohong. . Udh daftar jago tpi tdk mendapatkan coin
Bonaventura Randy,5,2023-02-22 10:55:17,Aplikasi yang membantu banyak hal. Kendala kendala sudah diatasi. Aman. Rating aku ubah ke bintang 5 dari bintang 4.
Radiv Alfikri,5,2023-02-22 10:54:29,"Pengemudinya ramah""☺"
Rahma Jaya sumarta,3,2023-02-22 10:54:11,"baru mau coba, kasih 3 dulu"
Lisma W,1,2023-02-22 10:51:04,Tolong la. Bilang sama para gojek gojek ni.para driver2nya. Kalo mangkal di pangkalan ojek ojol ato dmna gtu pantas utk mangkal. Ini mangkal di rumah orang. Di depann jendela kamar orang.. Bising .ganggu banget. Mau istirahat susah..Kalo uda ngobrol bareng resek kali. Suaranya kuat kuat. Ganggu orang lo..gada akhlak apa cemana si..bising
Mkroni GT,1,2023-02-22 10:38:14,"Tolong dong, buka akun saya, akun saya di blokir sudah 1 tahun lebih, banding selalu di tolak, dm ig/fb/twitter tidak ada tanggapan"
Andri Wahyudi,5,2023-02-22 10:36:24,Mantap gan 👍😁
Ibnu Rouf,1,2023-02-22 10:35:29,salah transfrer 915.000 tapi tidak di bantu sama sekali bad banget buruk bgt customer servicenya
Ubay Ajj,5,2023-02-22 10:22:55,di kasih rating jelek baru bergegas mantap (good lah gojek) 😊👍
Siti Qomaria,3,2023-02-22 10:16:08,4⁴⁴
Fathir Nabil,1,2023-02-22 10:13:34,"Najis ongkir nya at the moment suka naik 3x lipat dan biaya aplikasi nya lebih mahal dari app lain dan paling gila kita harus di suruh nuggu driver 7 menit dan itu gk bisa di cancel, mending lo tutup aplikasi aja kalo serivice app lo ke gitu ."
Gian Muhammad Noor,5,2023-02-22 10:10:21,Mantapp
Suhendi,5,2023-02-22 10:05:44,biaya transfer kemahalan
Hendri Hendri,1,2023-02-22 10:04:19,pasti ada jalan menyengsarakan driver
Warinda T. D.,4,2023-02-22 09:51:25,Good
NAEK SAHALA TAU SIMANJORANG,1,2023-02-22 09:43:57,"Barang saya hilang dimobil driver, dan driver nya marah """
Ridha Fauziah,3,2023-02-22 09:40:00,"Tidak pernah sekecewa ini dengan aplikasi gojek, aplikasi akhir2 ini sering banget lemot, belum diklik promo, tiba2 udh diterima aja pesanan oleh resto dan tdk bs dibatalkan, mana pesanan besar lg, promo br bs diklik ketika harga saldo sebesar harga sebelum promo 😠"
Cevin Novalino tito,1,2023-02-22 09:27:25,ini gojek kenapa ya mau top up susah banget dana di kembalikan terus
donay UFO,5,2023-02-22 09:24:51,Ok
Aldi Septian,1,2023-02-22 09:22:52,"Kebanyakan biaya ecek eceknya, mending kalo ojek pesen di produk rusia/ malaysia dan food pesen di produk china"
Ratnawaty Yusuf,5,2023-02-22 09:17:35,Gojek mantappp Keren Tepat waktu
Devia Febiyanti,1,2023-02-22 09:17:32,"Transfer uang via gopay 100rb, 2 Hari Baru nyampe. Ga ngotak, Tidak berguna. Biadab"
erni purnamasari,1,2023-02-22 09:06:01,"promo promo ny makin sedikit, tidak seperti dulu. padahal sudah setia dengan aplikasi ini, bahkan sudah masuk anak sultan tp tidak ada previllagenya. kecewa aja sih"
Umimakhfudah Umi,5,2023-02-22 09:05:18,"Mudah, murah, ramah"
Diva Iii,1,2023-02-22 09:02:05,KAnyak gojek kejam banget.... banyak biaya.
Kanti Kubang,2,2023-02-22 08:59:33,"Dulu saya beri bintang 5 ,tapi sekarang bintang 2 saja Alasan : Sistim insentif ( bonus ) pengantar bikin pengantar gojek dikejar waktu , sehingga rata2 resto didesak pengantar bahkan ada yang melotot , juga ada yang makanan belum matang disuruh angkat , sehingga saya sebagai resto tidak nyaman , akibat lebih fatal lagi konsumen kecewa jika resto mengikuti keinginan pengantar Jika tidak mengikuti pengantar pengantar kasih rating 1 buat resto Rasa tidak adil bangat sistem yg dibangun gojek ,"
MEI PRASETYO FINALIANTO,5,2023-02-22 08:57:33,Ok terima kasih
Andy Soetojo,5,2023-02-22 08:54:55,tetep menjadi yg terbaik
Yody Yody,5,2023-02-22 08:49:49,good
Haeruddin Uddin,2,2023-02-22 08:48:06,Kenapa mau pake akun saya sendiri ko gk bisa Malah akun orang yang muncul
saman Yossi,1,2023-02-22 08:38:37,Tidak😫 relevan ..
Renaldy Ramita Mahesa Jenar,5,2023-02-22 08:38:00,Mantap 👍🏻👍🏻
Rexsa Abraham,1,2023-02-22 08:14:37,Kalau ongkirnya yang waras ajaj jek
Azwar Fadly,1,2023-02-22 08:13:38,plis ge kena penipuan terus ada pesenam barang cod yang dtng ke rumah padahal kita nga mesen
SOFYAN HADININGRAT,5,2023-02-22 08:10:26,Jozzz
Wandayani Azis,5,2023-02-22 08:02:12,semoga banyak voucher
Sudar ravanza,5,2023-02-22 07:57:39,Sangat membantu
jos __,5,2023-02-22 07:51:26,Alhamdulillah
Amir Nurdin,1,2023-02-22 07:43:59,Sumpah .. gopay later pinjaman pertama saya terlambat bayar dapat denda.. tapi pas saya bayar dengan dendanya ... Saya di kasih dana dendanya ke gopay.. tapi setelah pinjaman kedua saya saya bayar dendanya ga di kasih lagi.. asli menyukitkan anak bangsa!🙏 Padahal sudah di bayar pokoknya
Andika Nugraha,1,2023-02-22 07:36:08,Saya kecewa menggunakan gojek saldo gopay saya terkunci
Adien Gaming,1,2023-02-22 07:35:20,Saya kasih bintang 1 karena gopay saya tidak bisa pake fitur ini
zon nefli,1,2023-02-22 07:16:36,"Akun Gojek saya ilang tiba-tiba nomor nya keganti sendiri. Pertanggung jawaban nya gimana nih gojek,"
MUHAMMAD ALFIAN,1,2023-02-22 07:12:33,"Gopay later di tolak muluk! Pengajuan lama. Gak jelas! Butuhnya tuh buat otw pas lagi urgent. Malah sudah banget. Emang dikira saya gak bisa bayar apa! Orang setiap hari juga isi saldo Gopay. Hu jelek, bintang 1! Mau beralih ke aplikasi lain aja. Gunain GOJEK pas ada bonusan doang aja biar murah. GAK BERSAHABAT BELAS. TIDAK REKOMEN KETIKA URGENT"
Yadi Mulyadi,1,2023-02-22 07:09:01,"Gojek sekarang "" MAHAL "" banyak biaya ini itu terlalu banyak ngambil untung .. kasian Drivernya diperah !! Semoga tidak bangkrut ya sudah memerah keringat Driver terlalu banyak !! so INDRIVER aja sekarang mah "" MURAH DAN GESIT"
Sakti Makmur,5,2023-02-22 07:08:08,Ok sippppp lah
Hadi Triyono,1,2023-02-22 07:03:50,"Saya ganti hp, install Go-Jek tapi sudah berkali kali tidak bisa login sekalipun nomor kontak sudah benar"
Semesta Food And Beverage,5,2023-02-22 07:02:41,Ok
Nurulzahin Sontana,5,2023-02-22 06:49:54,nuhun mang
Sumarni Darmo,4,2023-02-22 06:43:53,Coba dulu
Billy Yansah,4,2023-02-22 06:40:22,Makin kesini makin ke sono Aplikasi tambah berat aja
Dame Kastriani,5,2023-02-22 06:37:30,"Terimakasih gojek, sukses trs"
Wahyu Suparman,3,2023-02-22 06:36:22,"Tolong dong bwt gojeg kalau rekrut driver nya yang pinter baca maps,, saya sering dapat driver yang gk bisa baca maps.. habis nunggu lama tiba tiba dibatalin driver nya.. Sampai sering telat karena nunggu driver yang lama karena gak bis baca maps"
eko prayoga,1,2023-02-22 06:32:03,Duit nyangkut di gopay gak bisa di tarik gak bisa di transfer gak bisa juga buat bayar RUUSAAAKK!!!
"Indra Al,fatah",1,2023-02-22 06:21:56,Jadi ribet
Andi Chaniago,2,2023-02-22 06:15:15,Masi ada bug pada voucher yang tidak bisa di pakai dan aplikasi yang lemot
