content,score
semua ada dan terpercaya,5
good,5
"alhamdulillah, sangat membantu",5
ada fitur tarik tunai nya dunk di shopeepay biar q pake shopeepay teruuss,5
Membantu di saat kita membutuhkan,5
Kenapa mau cekout harus perbaharui lagi sih,2
bagus,5
"Apaan, ganti akun aja ampe 5 menitan, giliran ditekann ok malah ngulang lagi dari awal, developer nya gimana sih, dikira gak pake kuota kali ya",4
"Biasanya saya isi saldo di alfa yetep kena biaya admin,😂heh gayamu gratis",2
Keren Bro...,5
sangat bermanfaat bagi yg membutuhkan,4
Saya puas dengan aplikasi ini bisa membantu,5
perbaikan,5
Tapi daftar susah Baner,5
ok,5
bagus banget,5
menghubungi,5
sangat mudah digunakan dan sangat membantu,5
pembayaran qris saya gagal mulu,1
Di tolak trs,1
Mantep,5
Sangat membantu bagi rakyat kecil..bisa bayar nanti,5
baik,5
Sering belanja tapi ngajukan kridit gak pernah diacc tlg dbantu,5
Walau pun blm di setujui. Ttp aku kasih bintang 5.pokok nya mantap playanany,5
jos,5
Sangat membatu,4
Manfaat sekali...,5
mantap,5
memudahkan dlm pembayaran,5
Sangat membantu,5
mantab,5
Bagus dan mudah,4
Bagus,5
oke cepat,5
"Aplikasi ini bagus, sangatlah membantu,terimakasih.",5
keren...dan TRX cpat,5
Mantap,5
sangat mudah untuk pembayaran di shopee,5
mantab...,5
mantap dpt poin,5
Shopie memang shopee,5
Saya sudah membayar Shopeepay later knapa kena tagihan lagi? Saya gk mau bot yang membalas karena hanya muter muter aja,1
Pertahankan dan kedepan lebih baik lagi,5
"Kualitas sinyal udah bagus ,tapi suka loading terus",1
amazing,5
Gua dh Download app ini kok gk dapat koinnya,2
mantap memudahkan untuk kita bertransaksi,5
"sangat bagus banyak discounya,sangat membantu sekali,trimakasih",5
Aamaan,5
dana tertahan gak bisa digunakan,1
ok,5
nice,5
"okelah, meskipun voucernya kurng",3
😊🙏👍,5
Aplikasi yang sangat mantap dan membantu,5
Di tingkatkan pelayananya,5
sangat membantu,5
Terbaik,5
Bagus,5
"Saya mau bayar paylater, kenapa terjadi kesalahan terus, harus gimana ini min?",1
Kenapa bukti transfer tidak tersedia??,3
Aplikasi ga jelas gua pinjem 3 bulan 1 bulan gua langsung lunasin semua pas gua pinjem malah ga di ACC tolol nih aplikasi nyesel gua pinjem di sini.aplkasi penipuan,1
ok,5
Asik buat belanja online shopie belanja online termurah harga terjangkau,5
ok,5
Good job,5
Mantap,5
Sangat membantu dalam segala nya. Berbelanja jadi lebih sangat mudah 😎,5
aplikasik taikkk gak bisa tf,1
Tolong diperbaikin shopeepaynya yang pindah akun lupa atau hilang no.yang terdaftar sebelumnya tolong direset Dari pihak shopeepaynya verifikasi k.t.pnya biar masuk ke akun Baru Dan no.Baru tolonglah shopeepaynya diperbaiki ditingkatkan akun lama ya dihapus terus digantikan Dengan akun Baru no.Baru Dan identitas lama dipindah keakun Baru jangan dipersulit begitu dong,1
hebat,5
sangat keren keren sekaliiii mantapp..,5
great,5
Great app,5
sangat mambatu,3
mantap,5
Heh min knp aq ditolak trs dr dlu min?? Mmg aq ada slh apa sama km min? Blm pernh pinjam tp kok mau pinjam ditolak trs,1
min knp s paylatet saya tdak pernah naik limit,5
mantap,5
Good 👍 job,5
Ribetnya minta ampunnn,1
mantap,5
syuka banget,5
Mantap,5
Gratis promo sampai 100 ribu taunya cuman 100perak kan anj kan sampah mending hapus lgi ja menuh menuhin memori,1
sangat membantu klo bisa untuk semua transaksi digratiskan,5
Banyak keuntungan di sini,5
"puas, buanget",5
"disuruh download biar dpt 1500, eh udah di download gadpt, asu emng",1
great,5
the best of the best,5
respons cepat,5
Baik,5
coba dulu,5
Bisa apa saja d shopeepay dengan mudah,5
sangat membantu,5
Aplikasi Shopee pay sangatlah bagus dan sangatlah membantu,5
Josht,5
mantap,5
Min kok ga bisa transfer ke rekening?,2
Sangat mudah difahami,5
"Apk pembohongan PUBLIK Kirim notif dpt koin 300.000 Setelah di cek ternyata tipu Dpt notif lagi Dpt potongan untuk listrik token Yg 20.000 jadi 13.500 Setelah di cek, seperti itu lagi TIPU :( besoknya dpt notif lagi Dapat emas batangan Alaaa TAiiikkk KUCING YANG ADA",1
"Pelit banget , telat bbrapa jam doang jadii gak dikasih ksempatan dpet pinjman lg",2
"ini kenapa pas mau konfirmasi pesenan shopee food yg muncul malah tulisan aplikasi baru sudah tersedia & disuruh update, pas udh update malah tetep sama gaada yg berubah, jadi gabisa pesen kan.",2
mantap,5
Mantap,5
Dg shopeePay segala kebutuhan jadi lebih mudah.,5
Bahagia,4
sangat membantu sekali,5
Kenapa setiap pengajuan spaylater dan spinjam selalu di tolak ? Padahal data sangat lengkap,1
Good,5
Kren,5
Percumah download GAK BISA DI gunakan,1
gacorrrr,5
oke mantapp,5
terbaik,5
It's ok,5
baik sekali,5
Lebih Banyak Bonus,5
Siiiip,3
baguuss,5
Dipp,5
Bagus,5
bayar pakek shopeePay asik,5
thanks shopee,5
Bagus,5
Mudah & aman,5
mantapp deh. tapi kalo kedepan buruk saya tetap nilai objektif kalo sekarang mantap,5
sangat mudah.👍🏻,5
shopeepay memberi kemudahan bertransaksi dan banyak keuntungan lainya,5
Aplikasi yang sangat membantu dan Bagus. banyak manfaatnya,5
Mantap,5
bagus sekali.,5
manfaat,5
apl paling memudahkan,5
bagus pelayanannya,5
good,5
ok,5
Aplikasi rekomendeet bngittt,5
Senang Menggunakan ShopeePay,5
Saya puas sama shopeepay,5
terimakasih,5
pembayaran jadi gampang,4
sangat baik,5
ok,5
"sangat membntu, terima kasih shoope",5
Parah belanja dishopee kena biaya penanganan padahal satu managemem kalah sama tokopedia dan tiktokshop,1
mantap gg,5
ga di acc,2
Saya suka banget,5
apk yang sangat membantu dan memu dahkan segala hal,5
Gak ada duanya aplikasi shopee Sangat baik bisa bantu saya,5
makasih,5
terima kasih...,5
Mantap donk,5
oke,5
sangat bagus dan gampang,5
mantab,5
ShopeePay Cakeeeeeeeeeeeeeeep,5
Mantap 👍👍👍,5
coolll. ez to use,5
sangat membantu ku,5
Sangat baik buat membantu mempermudah kebutuhan yg praktis.,2
Baguss,5
👍🏽,5
Mantap,5
Isi shopeepay tapi ga masuk,1
Bagus,5
Sayang bermanfaat,5
"Penipu besar, najis.",1
BAGUS APLIKASINYA,5
ssngt mmbantu dwn mudah digunakan.makasih shopee,5
Apa setiap pindah akun ga bisa langsung pakai payment Ya? Finally pakai metode sebelah:v,5
"tolong lah shoopy pay later kenapa semuanya sudah valid selalu saja tidak bisa, kalo bisa dibilang saya udah malas sekali mau upgrade ke paylater maaf",1
Terima kasih🙏💕,5
"Apl yang bagus biat memeilih farian pembelanjaan, dan saya ber harap agar bisa menggunakan payleter nya kembali",5
Polisi,1
"O bbru;""✓[;; skn inb",3
Bagus,5
oke,5
simple sekali,5
insya allab rezeki saya... amin,5
sejauh ini sangat mudah menggunakan nya dan sangat bermanfaat.. banyakin lagi bonusnya hehe,5
Semangat untuk kebaikan,5
sangat baik,5
"Hallo saya kasih ulasan bintang 5 bukan berarti bagus,mohon dong pihak Shope pay masa baru telat 1 hari di wa di ancem akan dibikin buruk data saya dan di blokir DRI OJK,hmmm lngsng saya bayar hari itu juga padahal saya lgi di timpa musibah!!!!!!",5
Aneh,1
"murah jaringan nya bagus ditempat ku, cuma aktif kan paket unlimited Facebook ya admin",5
Shopee sangat membantu dan semoga semakin banyak orang yg pakai dan juga semoga shopee semakin amanah serta selalu komitmen kpd pelanggan nya.,5
good,5
Terimakasih atas responnya terhadap SPayLater saya...sangat responsif dan memuaskan,5
good,5
Sangt mudah,5
Buat Bayar kapan saja bisa dishopeePay,5
Sangat mudah,5
cepat prosesnya,5
gak guna,1
Hmm lumayan,3
Mantab.,5
mantap,5
Suka,5
Sangat membantu. Tetapi kenapa saya tidak bisa melakukan nya,5
mantap mantap,5
Tebaik Good jobs shopeePay,4
"puas, Sangat menbantu..",5
cepat dan mudah aplikasi nya. sangat membantu dalam transaksi yang memerlukan waktu cepat. pertahankan kualitas ya...,5
Luar biasa dan sangat membantu sekali,5
Berharap paylater tapi nyata sangat kecewaka,5
bagus banget sangat membantu,5
mantap,5
Sangar membantu untuk bertransaksi,5
Saya coba dulu ke akuratan nya,2
Keren,5
Good aplikasi for transfer,5
Alhamdulillah,5
Baik,5
Oke banget,5
Pengajuan paylater gagal terus 😂 ga pernah acc,1
Terimakasih Shooeepay😊🙏,5
Sangat sangat memuaskan,5
ngerjain misi shope meter gajelas,1
ok,5
mantap,5
mantap,5
goooood,5
good,5
mantap,5
good,5
Aneh,1
"Sungguh di sayangkan ketika mau pinjem gada metode buat e-wallet, harus metode bank iya kalo ada rekining gak Bingung, bagi gak tidak ada rekening bank ... Serasa gak guna aja ini aplikasi ... Tolong di tambahin buat metode e-wallet terimakasih",2
Mantap,5
Belanja di shoppe emang bener bener murah...Ongkir murah...barang bagus....kurir jg ramah,5
keren,5
"susah x mau nyari akun yang hilang, pdhal aku real pemilik dn melengkapi dikuman",1
pelayan cepat transaksi cpt isi saldo cepat,5
good,5
sanggat membantu,5
Ria.s,5
mantap sekali,5
oke banget,5
"mempermudah , cuma saya aplikasi nya berat sekali",5
"Makasih Shopee ,,,semua jadi Mudah dan Berkah",5
Terimakasih shopeePay,5
mantap,5
"Mau daftar menggunakan no tlpn tp susah,sdh berkali"" masukin otp tp blm bisa jg.",3
Ini gimana kok veriaksi wajah nya kok gagal terus ini mah gak work it anjir gak work it sih ini anjir lah,1
"Mantapp,, kapan saya bisa pakai dan aktifkn qris paylater saya",5
sangat memudahkan pelanggan untuk membeli pulsa atau pun paket data terima kasih,5
bagussss shopeepay emng lebih praktis tapi hilangin dong biaya penanganan ssama layanan nya....,5
Keren,5
"Sy senang aplikasi in krn setiap sy m,mbutuhkn baik pembelanjaan mo pun yg lain,x s,lalu cepat dan tepat.",3
Good,5
"puas banget pakai aplikasi shopee ,mudah ,murah, Dan gratis ongkir",5
Supeerrr enak. Cepat mengakses... mempermudah segala pembayaran,5
bagus,2
godd,5
ok bagua,5
"bagus, bgt dan tidak ribet",5
Aplikasi ga guna udah daftar malah di suru nunggu lgi tolong apus data saya jangan di salah gunakan,1
Terima kasih ada aplikasi ini aku suka semoga slalu berjalan lancar untuk smua orang yang bisa membantu apapun dengan layanan yg sudah di tentukan oleh apli kasi ini apa yg di butuh kan smua ada trima kasih,5
cepat mudah praktis,5
𝐌𝐚𝐧𝐭𝐚𝐚𝐩,5
Ok lah lebih mudah & di mengerti mantaab,5
"Telat sekali doang, layanan spaylater dibekukan berbulan2",5
"shopeepay makin lama makin hebat, pembayaran lancar, pakai paylater nol persen. mantap👍🏻👍🏻👍🏻",5
Aku kasi bintang 5 soalnya aplikasi ini TDK berguna,5
Semoga lancar terus,5
mantap,5
good,5
Ok,5
Sangat bagus,5
sangat mudah membantu pokok nya joss aplikasi shoppy nya,5
Aku mintak satu juta dahi menyentuh,5
Halo saya mau tanya kenapa ya saat saya ingin klaim shopeepay gratis tidak bisa dan muncul bahwa shopeepay saya dibatasi tolong bantuannya,3
cukup bagus saya menyukainya 🙏,5
Mohon di bantu untuk shopee pinjam atau spaylater nya soalnya di bekukan Tampa kejelasan,5
the bestt,5
"apapun transaksinya,selalu cepat,terima kasih ...",5
"Sulit untuk ajukan kredit,",2
Ok,5
mantap,5
mantap,5
"Harga pulsa, paket data, token listrik, Di payid digital solution jauh lebih murah dari pada di shopee pay.",2
Cara liat kode referal ngga bisa,5
sangat membantu kami,5
Yg bner nih min . Baru make udh main di bekukan . First impresi itu penting loh ..,2
ok,5
ok,5
"Sudah instal dan lengkapi data, tapi tidak berguna.",1
mantap,5
good,1
Bermanfaat terus💪🏻,5
Coba dlu bagus menguntung kan br tambah bintang,3
Thank shopeepay,5
Sangat berguna,5
"Halo min, selamat pagi, salam sejahtera buat kita semua...to the poin aja ya min, aku mau bilang selama aku pake Shopee Pay buat transaksi dalam kehidupan sehari-hari sangat mudah dan praktis sekali, sama sekali tidak pernah terjadi kendala/kesalahan...tapi ada satu harapanku sebagai pengguna setia Shopee Pay, ku harap Admin menyampaikan kepada teknisi/pengembang Aplikasi Shopee Pay untuk menambah menu top up E-Wallet lain seperti : Dana, Gopay, OVO, Link Aja, Dll...trimakasih 🙏🙏🙏",5
aplikasi utk saat ini sangat efektif dan sangat bermanfaat mudah mudahan tak ada masalah setelah beberapa kali update,5
Sejauh ini masih oke,4
"adduh bener2 ni aplikasi Shopee pay gampang banget, bukan nya dari dulu ada kan setiap transaksi di Shopee jadi mudah dan cepat..",5
"Perbaiki map nya dong,alamat dengan titik antar nya tidak sesuai sering kali terjadi",5
"Sukses Terusss Shopee,.... we Love U",5
sangat membantu. tetapi gk ada casback atau dapet koinnya😆,5
good,5
mudah dan gampang,5
Ok,5
oke lah,5
Baddd...👎👎👎👎👎👎👎👎👎👎,1
baik,4
Good,5
"spaylater dibekukan terlalu lama pdahal sering blanja di shopee, mau hapus akun tapi gk bisa krna msih punya saldo, apa sih maunya shopee, klo sdah tdk percaya sama konsumennya ya udah jngn persulit konsumen yg sudah tdk kalian harapkan",1
"Pertanggal 26 Oktober 2024 saya uninstal aplikasi shopeepay karena tidak di ACC dan mau mencoba mencuri data pribadi saya apabila kedepan ada apa-apa saya tidak bertanggungjawab, apabila data saya disalah gunakan akan saya laporkan kelembaga hukum, tolong data2 saya dihapus.",1
bagus,5
keren sih sekrng ada tempat untuk bayar2 jdi mudah ga ribet bwa² dompet,5
Apus apus,3
Sangat baik,5
bagus,5
Bagus,5
luv poool.,5
mantap,4
Good good,5
baguss,5
Semoga bermanfaat,5
Udah lunas kok di bekukan,1
Ribet,1
Maaf mau bartanya cara melihat kode referal nya drimna ya?,4
👍,5
mantap,5
terbaik,5
Akun tidak bisa dipakai.,1
oke,5
praktis & ekonomis buat segala payment.,5
mantappp👍👍👍,5
Saya suka dan banyak bonusnya,5
"Pas belum donload aplikasinya ada iming2 vocer 50rb,,,eh setelah donload aplikasi sopepay nya zonk,,,, juma iming2 doang Yaudah gua un instal lagi Tapi ngasih bintang 1 dulu seblm di uninstal",1
Saya mencari sopy lama apa masih ada,5
🙏,5
Tolong di sempurnakan payment qris shoppe maupun shoppepaynya. . .,5
Aku sangat suka dengan aplikasi shopeepay,5
Anda sudah kelewatan.,4
top,5
trimakasih,5
ruang,1
Pinjaman cepat,5
"Halo min mau nanya, Bisa gak min beli makanan bayar pake shopeepay tapi belum upgrade bisa gak min?",5
.ssiiip,5
puas,1
ok,4
bagus simpel dan mudah,5
ok,5
mantap semua jadi lebih mudah,5
ok,5
ok,5
lebih banyakin promo y,5
bagus tambahi lagi bonus2nya,4
Sangat membantu dalam memenuhi kebutuhan apapun...terima kasih,5
Ribet lah harus mendownload 2 aplikasi😒,3
Kasih bintang 5 biar limit ditambah,5
mantab jiwa,5
Kocak betul verifikasi muka malah gak bisa² dicoba 100 kali juga Ya nggak lah mirip mukanya ajg itu foto KTP pas umur 20thn skrg udah berubah...,1
mantap,5
shopepay luar biasa,5
oke,5
mantapp,5
bunus nya .????,5
Ngisi pulsa ke axis 50rb masuknya lama sampe nunggu 1 jam,4
well,5
bagus sekali,5
mantap,5
good,5
Cukup puas belanja shope mudah dimengerti ..pertahankan terus kualitas dn pelayanan nya,5
Biar lancar kasih lima sekalian,5
sangat mudah dan membantu,4
Mantap di shoppe,5
baik,5
cepet banget,5
terima kasih shopeepay mempermudah dalam segala urusan online it,5
Good 👍,5
mantap sangat membantu,5
maksih,5
Semoga Acc,5
membantu,5
good,5
Istimewa...,5
mantap,5
mantap,5
Maaf saya kasih bintang 4 dulu karna saya habis kecewa..masa saya habis bayar tagihan terus langsung di bekukan akun spaylater saya Saya berharap bisa diaktifkan kembali akun spaylater saya tks 🙏🙏🙏,4
good,5
Sangat membantu dengan baik dan jelas,5
"Gaa di apk Shopee gaa di apk Shopeepay sama ajaa Padal nomnimal yg di bayarkan cukul tpi di ga bisa bayar pake shopeepay karna sldo hrus 100 ribu, padal total biayanya cuma 1000, kan kek greget gitu lho bangg sopii astaga",1
keren,5
Semoga membantu dan mempermudah transaksi,5
Best,5
bagus,2
sangat mudah di gunakan.apk ini terbaik,5
bagus dan cocok buat aku,5
Ok,5
"QRIS Paylater belum bisa digunakan sepenuhnya seperti klaim pada iklan, tapi untuk hal lain sudah sangat baik. Bintang 1 dulu karena kinerja layanan SPinjam semakin buruk yang tadinya bisa cair dalam beberapa menit sekarang harus nunggu 1 hingga 3 hari kerja.",1
baik sx beri bintang 5,5
mempermudah Anda dalam menggunakan pembayaran,5
love you so much shopeepay👍,5
banyakin bonus nya ya,5
mantap,5
"Voucher promo sering banget tidak bisa dipakai,, percuma sekali ada voucher diskon",2
cepat,4
iya,5
hooh mantap,5
Ok,5
"shopeepay, emang top,, bayarp pulsa pakai shopeepay, tanpa ribet dan cepat",5
sangat suka shopee,5
Kenapa saya tidak bisa instal,5
ok kawan,5
harus kirim barang yg sesuai produk.. ibadah yang sesuai produk,5
Sangat membantu n mudah dgunakan,5
Ok mantap,5
"Katanya tanpa biaya admin, gimana sih ini penipuan. orang tetep ada biaya 2500 hadeeehhh auto uninstall.",1
Ok,5
"Paylater dibekukan 🤦‍♂️ kapan bisa pulih lagi sangat lama untuk sembuh,pengajuan di aplikasi lain juga gagal mulu percuma aja udah dilunasin juga malah makin buruk aja nih data diri. Dunia android yg membagongkan",1
mantappp,5
"Terimakasih atas kerjasama s pay, bagi sy ini sangat membantu di saat sy membutunkan nya.",5
Sangat bagus,5
Aku merasa jaman belanja di shopee gak pernah kekecewaan,5
mantap,5
cepat dan cepat mantap pokony...sangat membantu,5
Percuma limit gede tapi habis bayar tagihan besoknya gak bisa di pake sampe sekarang. Wkwkwkw lucu lucu,1
Oke,5
sangat mudah untuk metode pembayaran lainnya terima kasih sopipaay,5
baguss,5
Tolong bntu min shopeepayku ga bisa di pake,5
Susah daftar spaylater,1
bagusss,5
ok,5
ok,5
👍🏻,5
oke bangt,5
"mantap, bnyak koin diskon dan cascback",5
Harga pulsa mahal !,1
Menjadi Jauh lebih mudah..,5
Good,5
"Shope gak jelas !! Setiap akun beda-beda harga yang ditawarkan ,selisihnya jauh banget",1
Ok,5
good,5
josss?,5
"Beli paket quota di aplikasi Im3, bayar pake shopeepay, udh pasti untung bonus double. Mantapp",5
cepat,5
sangat membantu 😃😃😃,5
sanget rekomendasi banget,5
Matap sangat membantu,5
mudah,5
Shopee pay saya baru di isi 1 kali langsung di noaktifkan karena salah masukkan pin satu kali.... Shopee jangan gaji karyawan mu pake uang masyarakat gk berkah gk halal.,1
banyak bonus dan promo,5
Sangat mudah sekali pemakaiannya. Sekarang mau belanja apapun tinggal duduk manis udh nyampe. Udh gitu tf ke bank lain gratis biaya admin.,5
mudah dan menyenangka beli paket pulsa di shopeepay🙂,5
sangat bagus,5
mantabz,5
"ada limit tapi di bekukan perasaan sudah lunas , untuk apa di sediakan fitur nya mending di off kan aja",1
Dengan menggunakan shopee pay saya puas mau belanja apa aja gak binggung lagi trima kasih kasih shopeepay...,5
Ygu,5
"Bagus,dan sangat membatu",5
Transaksi yang dari apk Shopee pay.. Tidak tercatat di akun reguler... Jadi bingung pas mau bayar tagihan isi pulsa.. Ini tagihan nomer yg mana... Karena transaksi di apk shopee pay ndak ada di riwayat pembelian pulsa di apk reguler.. Seharusnya kan ada.. Malah kalau bisa waktu tagihan pulsa itu sudah tertera nomer yg diisikan pulsa.. Jadi gausah harus bolak balik ke tagihan - riwayat pembelian pulsa.. Semoga direspon,2
nice,5
"Ga jelas, sulit loginnya",1
bagus sekali aplikasi ini,5
Terimakasih shopeepay - Qris pay later,5
orderan selalu ok n cepat,5
Mudah untuk di gunakan,5
sangat cocok bagi saya,5
oke,5
mantap,5
shopee yg terbaik lah pokoknya,5
